ITEM_ID,DOMAIN_ID,MISSING_ATTRIBUTES_PI,MISSING_ATTRIBUTES_FT
MLB949295170,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949295163,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949295061,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949295053,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949295014,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949294353,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949294318,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949294131,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293922,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293860,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293796,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293783,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293449,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293147,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949293079,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292822,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292821,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292812,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292787,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292643,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292636,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292521,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949292136,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949291889,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949291392,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949291272,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949291264,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949291117,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290852,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290836,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290772,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290722,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290700,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290628,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290462,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290389,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290348,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290342,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290298,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290292,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290248,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290224,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290205,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290170,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290161,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290112,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290099,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290094,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949290082,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949289212,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949289144,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288535,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288404,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288395,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288144,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288133,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288083,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949288016,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287992,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287984,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287976,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287954,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287950,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287945,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287944,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287931,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287881,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287852,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949287850,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949286667,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949286303,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284576,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284557,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284516,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284394,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284200,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949284065,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283822,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283768,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283738,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283659,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283653,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283650,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283641,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283639,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283637,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283609,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283577,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283555,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283519,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949283475,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949278541,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949275373,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949273197,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949272814,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949270046,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949270028,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949268238,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949267094,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949263756,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949263353,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949263149,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949262978,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949261729,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; COMICS_LOT; NUMBER_OF_TOME
MLB949258936,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949256432,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949254380,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949252350,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949248157,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949239426,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949233319,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949232458,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
MLB949229679,MLB-COMICS,GTIN,FRANCHISE; CHARACTER; FRONT_COVER; PUBLISHER; COMIC_EDITION; PUBLICATION_YEAR; ILUSTRATOR; NUMBER_OF_VOLUME; COMICS_LOT; NUMBER_OF_TOME
